Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
6.8978809954,3.4087624473,-4.033204692,-6.6422225813,-9.1854697975,1.5804004979,-7.2768512315,-10.5637379938,2.8882666139,-0.4502958673,1.1362140029,-5.1507388072,-7.7372759293,-7.874473736,-2.6438833474,-4.4703225501,-6.5332548743,-5.2296448535,-6.5143381773
9.8548769827,5.0040086821,-4.9357141959,-6.7393579234,-10.0661418078,2.3684746269,-5.6460959328,-11.3799203956,5.2559227608,3.3359898619,3.873898376,-5.4586096684,-9.0399583089,-9.0470895372,-0.037221301,-4.2444846958,-6.8059015255,-4.1443260147,-7.6078126283
12.6799777334,6.6477394081,-3.9669496064,-5.4450082193,-9.1859330031,4.401742591,-2.1457836171,-11.040950842,7.955707653,7.8877069382,6.838111918,-4.2688294142,-8.4779488845,-8.4104582897,3.7829486724,-3.1829139572,-6.6091259213,-1.8649338158,-7.2828358859
13.3358263271,6.5870779362,-3.1740296974,-4.9214728053,-8.0427576128,5.1637827541,-0.6641682614,-11.1678115939,8.1156196779,9.7447179234,7.5146048819,-3.3154445009,-7.9484220205,-8.4196531452,5.8303806984,-2.3239406067,-6.5809188215,-1.3565811529,-7.2075012606
13.1905370728,6.4956182925,-1.5770927041,-3.4051538721,-6.3182746739,6.1543651364,0.7102480616,-10.0020857946,7.6454384951,10.3579260394,7.0587984323,-2.0763628271,-5.976984756,-7.8071110232,7.1291564256,-1.844406523,-5.4621915716,-0.8512446837,-5.4216659408
11.8034221899,6.5443064948,0.3095589275,-0.7985852476,-4.6478958295,7.4680514828,2.3135616109,-7.635661773,6.6174679151,10.7457280102,5.9283606627,-0.4216690449,-2.9149492069,-5.7372977665,6.4927877589,-2.0290541297,-2.7032588131,0.0873012108,-2.2096474662
7.5831869908,4.208757007,-0.4809171424,0.2107421615,-4.6989353623,5.9512540741,2.1097708118,-6.3684206138,2.5092042917,9.6936584304,2.1479152656,-0.3765482169,-1.8166397524,-4.6515484806,0.778824513,-3.1135673904,-1.3058909771,-1.6230964343,-1.4198794796
3.9253003554,1.8880316859,-1.2275193861,0.9653396359,-4.2847683991,3.2066740364,2.034331332,-3.7836680336,-1.173145145,8.2767251152,-0.9363077718,-0.3785526774,-1.2620406087,-3.5590620282,-5.4317002119,-2.5010670418,-1.1362890674,-3.6554707177,-1.3372939604
5.1424979261,3.3819815767,1.4593013754,3.8836512301,-0.7952661851,3.1490697854,3.8331695845,1.7825596004,0.7969307697,8.7182640679,1.3530066033,1.9882797611,1.6465796025,-0.2000125215,-4.0252907516,1.5548362568,0.377542441,-1.4471853213,2.2114153505
9.0602807743,5.8353063781,4.4317802754,6.301259372,2.4624917728,4.6581080251,4.8549804887,4.7204129959,4.8279432571,9.5207027935,5.1394081205,3.8901106181,3.7952535577,2.0324708006,3.750423758,4.5465310703,1.1424169695,2.1852559131,5.3793791531
11.9669991142,6.2800365601,4.8932850289,5.55154338,2.4727221079,5.5146702501,3.1932742741,2.8995569167,5.9565520577,9.1336042324,6.0119486654,3.0866464705,2.7327508801,0.8089446435,10.1069194054,3.3149251091,-0.282388271,3.2574232352,4.6682745288
13.8453669022,6.3438741027,4.4455530849,3.6891134639,1.2362045229,6.0073142931,0.6657706812,1.1488766144,6.1617855438,9.4392039434,5.5933456029,1.7358165292,1.6784695262,-0.5938069972,12.6056186648,0.8060042537,-1.0683402257,3.2930663189,3.5848288163
13.5140809345,6.3191112687,3.8147106661,2.2909778673,0.2489197574,5.8212634076,-0.7513994396,0.1903470588,5.9163640829,9.8248361083,4.4530919006,0.9006742415,1.6407426967,-0.7278494448,11.8848510425,-0.6655077989,-0.6974250721,3.1961873298,2.8405981078
9.8971386816,5.7176681525,3.0135867162,1.4835695296,-0.5206332693,5.2205786287,-0.3136684337,-2.200364243,4.0811411425,8.9310956543,2.6829448406,0.7594224708,1.7982338381,-0.4006248617,7.4067474528,-0.4011566895,-0.0331843416,2.7942391997,1.6583909808
7.3888916075,6.4579880053,4.3372582761,2.899065339,0.15751753,6.4873418225,2.6545103362,-2.7738963754,4.1785302111,10.0433990574,3.5412158423,3.1657169218,3.8197364858,1.585973298,2.5453742233,1.6820743857,2.7700332328,4.6211244951,2.8611976884
8.4476459741,8.4294697267,7.5681232095,5.2416448265,1.7632474636,8.9365687655,6.8987762202,0.6732566476,6.7023958923,11.9160710953,6.7421870169,6.7353643622,6.8374687972,4.282165595,0.8301923241,3.189900831,6.3324828547,8.2158646164,6.0632203554
9.1876210825,8.514158904,9.0091623964,5.426833326,1.5184993121,8.9873499642,8.8745605195,3.3819749756,7.1123098121,8.9999863624,7.608615583,7.7518347017,7.5919598403,4.4173336221,-0.0050282484,2.449866349,6.5080761058,9.1981990696,7.3997821865
9.0821388658,7.0889838555,9.2159668738,5.6237792462,1.1347098207,7.6029740044,8.7605140281,3.9536039195,6.2793839531,5.8134780259,6.7648485336,7.5402355593,7.397398603,3.9872639314,-0.0109214587,2.3456385403,5.9087963291,8.5152989919,7.5682289746
10.0784395804,6.6692037452,10.399468404,7.8890900155,3.7568529182,7.8935345722,8.2696148058,5.0755569102,7.4388129855,8.6117617152,7.5305512495,7.6959020923,8.4309321009,6.0216256287,3.2298967506,4.9970590456,7.6554968243,9.5609823028,9.0869073104
9.1481452128,5.672537133,8.9293265907,8.6244153761,6.1285973851,7.7175121188,5.681204335,4.6536621771,7.579293705,11.5560370077,7.2223569002,5.0709003955,7.4427752771,6.9206519072,5.6435652899,6.0943560313,7.1448872822,9.0815996478,8.9351001953
5.8598277773,3.0888322237,3.5564394438,5.7242418263,5.1297198121,5.8447326802,1.6214541563,1.5300962714,5.1047756879,9.7462810334,4.2663009886,-0.6255127005,2.9177154716,3.9414366547,5.2242101686,2.9097700423,2.709031409,4.8564118527,5.1840897695
5.1638103575,2.0513049465,0.0316043756,2.396785858,3.0716486853,5.7230762023,-1.2907872628,-0.962004733,3.9087079627,8.1774820158,2.8706998753,-4.9246625099,-1.0328609986,0.5205923265,5.5949175969,0.212396182,-0.551148047,1.6269360977,1.9136030509
6.9047260353,2.8009417435,0.0089050764,1.3776262331,2.1652983442,6.8712629685,-2.0244747332,-1.9432861406,4.1991261535,8.7118907396,3.583491799,-5.4881896956,-2.3432474971,-0.6037566286,3.5915429314,0.5818018249,-1.0595073336,1.341731862,0.6266967289
7.0795011777,2.0464918969,0.1546960733,1.5267412381,2.3016831325,5.8429089216,-1.1682471789,-2.1958161026,2.6712611336,8.2465702538,2.6251524493,-4.0297717055,-2.4126331009,-0.7799516707,-2.2871782221,0.3855140403,-1.105899715,1.022320131,-0.4661689357
6.8964115774,0.3959443817,0.6363462868,2.1477847262,3.3617595275,4.2410379749,-0.0980614108,-0.5532429316,0.4056510564,9.4162636592,0.5801434763,-1.4705868657,-0.6001330516,0.0449593895,-2.4110259121,-0.7190573477,0.1082162315,1.0575022614,0.0884568944
8.6513767008,0.3918471122,2.7109616707,3.7586255048,4.9645547046,4.9809874888,2.3054171418,1.9604189813,0.1597023259,13.6532584877,0.2701433134,2.6296005454,3.677808988,3.1046374027,5.7618632171,0.4946827042,3.3278370509,3.0333908138,2.9443638877
9.789211554,0.5382080438,3.8173957517,4.0168726367,4.8184483279,5.8632625727,4.9383857022,0.8451889394,0.0627644451,14.7416927369,0.2855796203,5.9227130164,6.5228633331,5.0122343256,12.9996887148,2.9126387601,4.884539068,3.7348308595,4.0461781263
9.0048992644,-0.0313001376,2.6858741348,1.9871541266,2.3943138966,4.8012821465,4.7623176813,-3.6212654648,-1.1898684432,11.9264045792,-0.0037794883,7.0862633971,6.3116900556,4.0056236436,15.2068668055,5.0980100864,4.2902185225,1.9695486243,2.6842662157
8.6249275556,0.8361516632,2.2135378892,0.9727246497,1.095078855,4.2354900281,3.4345157892,-5.6343795266,-0.4531447923,10.3977629297,2.2546281527,8.0105493672,6.4164435724,3.6912393285,14.6907662934,8.5137128124,5.3347659818,1.3721230316,2.7798863734
8.7586696179,2.3501181061,2.7527612707,1.6817278177,1.8237498748,5.03513984,2.6366654573,-4.512588235,2.2161391655,9.4584697939,5.8032511263,8.5091941908,7.2454818555,4.6343798405,12.8586744697,11.0488913871,7.0780003979,2.2719846686,3.7744022984
9.0825750918,2.7959388058,2.3852872541,1.9067370679,2.2350757706,5.6326940243,2.7456557768,-4.4721995538,3.9060942061,8.4878176801,7.376387455,7.8709750722,7.1508862578,4.7987728633,11.4483744968,10.1085550434,7.1116730484,2.81338577,2.9932738577
11.5730911136,3.9543620771,2.7408082264,2.1649591119,2.6516981524,6.7424349052,4.5766111705,-5.1051805575,5.886454809,12.2550039602,8.8454880321,7.8010552897,7.1368623964,4.6457873868,12.7665477832,8.5666441949,6.9865630079,4.2972177377,2.274140764
14.507290109,5.6847122882,4.0060445722,3.3583560299,3.6463200137,7.9697804164,5.7926120193,-3.9730096181,8.4550615458,18.7059479829,11.0358921273,8.5207236181,7.4404811783,4.5557071984,15.1673498654,8.2085812766,7.1897702658,6.6698800701,3.0324188108
13.5084074174,4.9500711509,3.034576025,3.4850437751,3.3970721156,6.8154506566,4.096168986,-3.1074153372,8.108869599,19.3136438174,10.7877424206,7.9409824804,6.2334615552,3.4455361248,14.0118326322,7.0931559852,6.1128054759,6.6097520977,3.521384059
10.1920974603,2.7969964397,1.0605784743,2.5310195252,2.5727594358,4.6775415849,2.5953481739,-3.4907365807,5.8922991994,14.8170144746,9.1512016811,6.5135878607,4.3282724392,2.2431409996,10.2396126369,6.1350138587,4.5140458185,4.8207666628,3.9297930991
8.8864395937,2.4151878622,1.020619933,2.7805009213,2.6502474383,3.7027889161,3.6781037063,-2.8806336793,5.2884898621,12.6526800547,8.6032219138,6.1130195479,3.8734830816,2.3770995249,9.0539830304,7.0233733376,4.3989104848,4.5526393877,4.917480538
9.7436110109,3.3812195575,1.596919721,3.3265762049,2.2482598188,2.5431906282,2.9889562485,-1.6870618045,5.1225430584,13.6549376009,6.9749603077,5.906644323,3.8372286684,2.4735295472,10.3978177026,8.4190220496,5.0132726258,4.7068732122,4.9334417064
12.514209741,4.8344940495,1.9899036254,3.3562228241,2.2806576918,2.2139561388,-0.3984833099,-0.2621385718,5.406625557,15.7368397926,5.356425243,6.1437829097,4.1699082561,2.6469768047,12.162022021,10.682416162,5.5843525922,4.9252239849,5.0595362047
17.1538569815,7.3402557296,3.6435119028,4.6841000225,4.9333787223,5.2817682082,-0.3829914606,2.4928945335,8.5715866491,18.9622549594,7.9797806891,8.4183929672,6.4836615477,4.6398864508,14.9900027658,14.049578335,7.2855655678,7.3549660838,7.3526551344
19.8126230265,8.814020794,4.8590007229,5.9429484455,7.2748249656,8.7847392882,1.8652016737,3.8615234078,11.4912280718,19.8223943329,11.6748924317,10.1876525074,8.1785808215,6.3659939852,16.6040379207,14.916640603,8.5581849654,9.8308593696,8.9697842552
18.3079908939,7.4213596383,3.0357490558,4.5876834758,6.3145043759,8.6616951742,0.5486028191,2.2178463335,10.6497350754,16.7629001159,12.0477539913,8.7014775727,6.6465315669,5.5050962034,14.5917732795,12.6127851438,7.6957789728,9.4960903035,7.5992893704
16.8330883941,6.1220160381,0.9041307078,2.9072629682,4.5493577876,7.393109623,-1.1326635088,0.9131237282,9.5896036883,16.1753559647,11.6001818031,5.8687916839,4.2503038052,4.0630943298,12.1875474047,10.1783116967,6.9372741751,8.414403675,6.3226002511
17.3230918412,6.2638159585,0.978523603,2.809472742,4.1909532482,7.7885787332,0.4427953489,0.6901577356,9.8792530736,19.5640859813,11.3631287855,2.9875761565,2.1591153233,3.2847896729,10.8016425141,7.4930984338,5.8115097532,7.5687313942,6.1779413627
16.5705186124,5.9069516463,1.3292798488,2.3454852488,3.8963042762,7.7630693736,1.407942322,-0.9161152917,8.4523359561,20.8754370367,9.5548740203,-0.5283692583,-0.8422110986,1.913154012,9.4368442723,4.3061244868,1.7800755913,5.2824746906,4.7065807889
15.2213743664,6.2235625999,1.9637164449,1.3777973149,2.6387931259,7.7579880908,0.1753225158,-2.9335072062,6.9298206536,18.5652470352,7.9537685938,-2.7915241537,-2.9326354608,0.5888523328,10.8333057798,3.162764959,-2.4655843205,3.450737084,3.1311064503
15.4834821216,7.8565226538,3.6615788664,1.3092760801,0.9060967379,9.5345446026,-0.6641367022,-2.8293454723,7.8045199192,15.4999436832,7.9909048033,-1.8600117599,-2.1549890546,0.1691922368,15.0134106921,4.4333244778,-3.5784975778,4.4209314504,3.6674986479
14.9622223138,8.0772622285,4.881860555,2.0204490706,-0.4465246157,10.4591630004,-1.2864417852,-2.0387168064,8.6954436551,13.047547558,8.0640142216,1.9143773618,0.4641298353,0.2158700863,17.0160347457,6.9179047064,-1.6395824004,6.7598856545,5.4387833669
12.7698808654,7.3347388831,6.3993675374,4.3504491708,0.1182814041,9.5946050856,-2.1345389261,-1.6833324612,9.1366041227,11.1845427396,8.3229431158,7.8702465685,4.7354484115,2.2110126565,16.6480131511,10.6881601816,3.1344928861,9.874535684,8.3512033923
11.9173739103,8.3740134172,9.9155542141,9.146541397,3.9982690676,9.2686778191,0.2164708091,1.2806323763,11.2552357981,11.0690231107,10.6530743338,14.8060635604,11.0471478573,7.2970593031,17.6824968762,15.5852725795,10.3851743867,14.3685833335,13.1237117128
12.4546840321,9.7085936104,12.7961282381,13.148552751,8.4049333955,9.000353331,4.7241755231,5.9719421794,13.0045211159,13.6249112516,13.42354767,19.729207184,16.2049722778,11.8673751526,18.9403028664,19.2959643797,16.5512792518,17.4718729407,17.0582041247
12.0160180654,8.8619196595,12.2548375629,13.2271398035,8.8697914817,7.6450373898,5.2539754027,7.5647336276,11.9866653914,16.8059347292,13.7038785812,20.5302204144,17.1051208532,12.8406940566,19.0366334472,19.6110055792,17.4381080389,16.5643519202,17.189840474
12.2157659901,8.3862588599,10.9926084092,12.3315600999,7.2899735052,7.8051665849,3.6398523406,6.9773425899,11.8046008662,20.0872595781,13.7227351167,19.7171091089,16.6448743317,13.0479862481,21.6257772615,18.9248324181,15.5726844447,15.0199693435,16.0676685704
13.7145203863,9.6232192408,10.7882511833,12.0126213444,6.0528864177,9.8921192087,3.3533065086,5.6338951722,13.6610602012,22.5794467976,14.7895350589,19.1256321025,16.6572192181,13.0146704861,25.4711517872,18.9678696059,14.366517436,14.8855002261,15.5783988158
12.5086823375,8.7981310091,8.6175225923,8.7354356201,2.8143595979,9.7179490738,1.1681018796,1.5481232991,12.6449595651,19.1198566019,13.3652475857,16.2820673204,13.9581133663,9.3488162696,24.530751452,16.344958244,11.0927808076,12.5935550906,12.8822340256
9.8673213918,6.8688592745,5.9235266082,4.8118521925,-0.1801089065,8.1049254502,-0.9899444389,-1.1731954205,9.9560601614,12.4386806703,11.2286948948,12.7518150769,10.4928486079,5.2615333246,20.4683262541,11.7731496741,6.8839449025,9.7970664023,9.7428181455
10.4085651855,8.2057116326,6.8614190089,5.1183868716,0.6920674023,9.1959438088,0.9487369981,1.4328846716,11.0121536885,11.9297995038,12.4302810319,12.8102998681,10.3618033927,5.4321747838,18.168218287,10.4101641314,6.0538386295,11.2530858688,9.8600456302
11.5553813454,10.374309823,8.4230087921,6.5566051734,1.9007024355,10.9067051282,3.343613761,4.5901636601,13.3238238581,16.0914784891,13.5888614535,14.2662203758,10.5302028051,6.7199366568,16.2762262261,11.4495373159,6.2857153345,13.5287900896,9.7983869656
10.6171401271,10.5885329142,8.0996678606,6.6267036726,1.5300685689,10.7869914831,3.9996411861,6.0983104194,13.301107983,18.3414370686,12.5394395674,14.169519828,9.3259532372,6.79722443,14.7810150347,12.0897527406,5.8479179526,13.0149840973,8.4651758827
10.1924563209,10.7161626297,8.6542297213,7.6035985709,2.8271617441,10.6811629524,5.5005309189,8.0565307104,13.0629634494,18.6840114609,12.1592381685,14.0352581288,9.7274200246,8.0953079538,17.2748288214,13.3427506961,7.7039972034,12.613763908,9.6839345376
10.2662206686,10.526158633,9.0673720583,8.1443030274,4.7881622993,10.4530708492,6.4680669764,7.7524287517,12.753296602,17.5591216971,11.8911029935,13.5016377945,10.5755315731,9.5663999974,20.7251664735,14.0196326885,10.5698311076,12.2809368178,11.0987940336
9.6856917912,9.4771575313,7.3114556578,6.3892355953,3.7266646839,9.2742725623,4.8015723094,3.0326389075,11.4732158509,15.2590692931,10.5138507777,11.1776659541,9.0584414325,8.6618767753,20.7827699351,12.3122263107,10.7695461246,9.8963658218,9.3490026044
10.9146796655,9.675356938,5.8659780579,4.7649925082,1.0971142857,9.6003033607,3.8484657859,-1.3997087842,11.8743341699,14.8140568898,10.7668676597,8.8319493652,6.6120530387,7.0106689897,20.3529452539,10.7534878766,9.6216564197,8.1477686128,7.3340718241
13.7937361513,10.8919819941,5.4818531306,3.9966339188,-0.7069217361,11.5961455233,3.8075814962,-2.2868273975,13.6949115325,15.8477654606,12.7043559337,6.9241981103,4.2570018463,5.3688871563,19.5225771298,10.2273475503,8.1368679277,8.2425710123,6.0423340125
14.278353396,10.5488865301,4.3276248941,2.3488156403,-2.3806470172,11.6871939568,1.6195512967,-1.9747548895,13.2666597426,15.4052330832,12.7088097203,3.6269640562,0.5497397561,2.1024521861,14.0487010825,8.5711796321,3.9572413675,7.3324186633,3.1462684132
12.7440223357,9.104561243,3.4712389163,0.8475514571,-3.2358266518,10.3677908378,0.1622674127,-0.9914533301,11.2297987337,14.579110618,10.9343057692,0.0208915878,-3.004590246,-1.3815231959,6.144526466,6.6977890889,-1.435584186,5.635080653,0.8132892068
12.6340954062,8.6289200847,4.5929124162,0.784935017,-2.4254065641,10.112850949,1.8630901947,1.3832626656,10.1950048374,14.772091681,9.6094024624,-1.7945055565,-3.9021021158,-2.6100402297,1.8132939005,4.5123158799,-4.3310452091,5.4116868281,1.5745075234
12.6539461176,7.8718301163,5.7498508721,0.5779361294,-2.0026250239,9.0868854131,3.748097829,3.2681151284,8.456441372,13.0808517201,7.4862540207,-2.7908246555,-3.6407366874,-2.3236566637,1.964881231,-1.369094249,-5.3491656252,5.1189760566,2.3960774144
11.3097941983,6.0974297771,5.6002258671,0.721829983,-1.8720747687,7.2227170852,3.8085810342,4.3757457581,5.1233389454,9.3547524933,4.2089654685,-2.9412614016,-2.8404307855,-1.3222340958,4.308256116,-7.4220383976,-4.9034778939,3.3176513923,2.5478057301
11.3770251383,5.5428156205,6.0679543153,3.8724024754,0.3440689701,7.6848220187,3.402599785,5.9002157794,3.7111606949,8.0760885722,2.8660864835,-0.2705404661,0.5833932221,1.580985532,8.3807979785,-6.5782827854,-1.2557063844,2.849339429,5.0234359511
12.1150656175,5.0553211317,6.7658555558,7.8186251384,2.954002268,8.9241149874,3.3771081522,6.7190059451,3.5683084443,8.585272978,2.9347215287,3.3451612174,4.6021467139,4.9114003954,10.9282303704,-1.3837467603,2.6516392911,3.2489719131,7.7003899686
9.764165597,1.9808678299,5.269986252,8.1915925041,2.9390734606,7.3580413905,2.1613555747,5.4826745934,0.7813170147,6.5685729476,1.0678943354,4.32055383,5.1126645696,5.0990242499,7.0166493478,1.6603190661,2.7992410116,0.6852709582,6.7705837062
6.3856333123,-0.7961097487,3.2650758582,6.2948805636,1.9048818506,4.9079518655,1.3994882483,4.0981495037,-1.9964890044,4.0784459829,-0.9564100287,3.3564252637,3.6326038866,3.4738806472,0.6817336372,2.9344342885,1.7300394243,-2.1776581545,4.6655389324
5.5346730313,-0.3764674534,3.3115652543,5.0352841231,2.4353368893,4.4619239512,3.8794484575,4.1921692089,-1.2775466964,5.0601176407,-0.4643721192,2.5715773542,3.3855519914,3.1422985199,-1.2744580928,4.4086266921,2.3391062216,-1.9090308681,4.4606300977
5.6533617948,0.8892553902,3.8389773037,3.7529595103,3.8014567281,4.4163217686,5.8456499179,3.8325224703,0.0977306304,6.6737189504,0.8030396938,1.7085240977,3.4544896675,3.5389826695,-0.4734721528,4.266685969,2.7139429499,-1.0360900626,4.337929394
5.196340958,1.4939005701,3.5442690799,2.8700267606,4.8692382251,3.8347343997,3.79824026,3.5129877282,0.2468817806,5.8581796136,1.6389261371,0.455436398,2.8614034889,4.5456646843,-0.1024346392,2.7197861386,1.8686821641,-0.9042868191,3.7373769618
4.8278835705,2.1965848716,3.1219240411,3.292555227,4.8240788298,4.0886186863,0.7556904236,5.3498824491,0.5322534339,5.3831422192,2.4781300552,-0.4119178523,2.3547154119,6.1403337773,0.0242584677,2.1369093994,1.2318439272,-0.750306926,4.197380728
3.6926569096,1.9471067533,1.5785186423,2.5530236518,1.9391142296,4.2195047856,-0.7205691078,6.1599850558,0.0986449217,5.3603494117,2.3708442266,-1.0045377772,1.2840579297,5.7607286769,-1.3577052337,1.6676452209,1.0111313511,-1.3660109674,3.6875293378
1.7207959843,0.447111907,-1.145260066,0.3276020651,-2.0879856101,3.3954148678,-1.3575121813,4.0226066817,-1.6809952854,2.9903870633,0.7571806279,-1.6090032955,-0.0454710882,3.2094593269,-4.1043186883,0.6818779914,1.0436662921,-2.8274197899,1.5808273902
1.1980134852,-0.1715122436,-2.1426362647,-0.4386857149,-3.1974075879,3.3826013272,-0.5422823297,2.58840556,-2.6807739261,0.7333837151,-0.6888565069,-1.4968300099,0.1486224727,1.613668053,-4.5139908698,1.2071437548,1.6730324797,-3.2533077005,1.3305264828
1.6017953318,-0.3045259824,-1.6734108944,-0.1548641625,-1.6648550617,3.7434506138,1.0217751879,2.5309781332,-3.4132597583,-0.426741251,-1.961832559,-1.7945292461,0.0715086462,1.1433050762,-2.7414770043,1.7269141037,1.3693372907,-2.9826888927,1.9315291761
0.9592790234,-1.7833562687,-2.7395670281,-0.8691752408,0.5347765483,2.8006417911,0.6641601688,2.0132333232,-5.7492217276,-2.3741084453,-4.3874145916,-4.0460005694,-2.094708917,-0.2077251342,-1.4535886054,-1.0405887091,-0.971280736,-4.1584543727,0.0828465852
1.0171977292,-2.6860565319,-3.8971623548,-1.2353375702,3.4627784151,2.3049734725,0.1453562766,2.5390841595,-6.8308816316,-0.8041136998,-5.402487172,-5.8117608367,-3.0982280712,-0.7173133462,0.8004422656,-3.6281835046,-1.9738698011,-4.8475900928,-1.5997513224
2.258861071,-2.0860952441,-3.4524395912,-0.7527277924,5.1755444942,2.8116304179,0.2819386817,3.4933241122,-5.1632343533,6.1263558615,-4.133046935,-6.0901867874,-1.9838423084,0.1027089507,4.5227188692,-2.1413150343,-0.4504860586,-4.0840760627,-1.3310694335
1.0002098973,-2.8838464531,-4.4623990141,-2.2733984077,2.6931201152,1.5263287104,-1.7285541116,1.3293308301,-4.9090462591,11.1223342471,-4.5733034747,-8.0292116547,-3.0607029992,-1.6343502755,5.4226076003,-0.093285444,-1.484264489,-5.5393377679,-2.8316633344
-2.0173566961,-3.9772571912,-5.8310398507,-4.3018530713,-0.7006456783,-0.4746099543,-2.9354227661,-1.0496839821,-5.3682066553,11.1850630591,-5.8045447818,-10.4554406498,-6.1761374546,-4.3231582407,3.1547365655,0.4402712747,-5.1092319832,-7.4197511324,-5.2606468471
-1.8722673978,-1.6344621623,-2.7170197341,-2.6878088767,-0.1652899503,0.2494349687,0.4552878907,0.9618539783,-1.9385242178,10.4851814153,-3.6365970608,-9.5525098505,-6.8275249421,-3.2280501391,3.0882834149,1.7080954085,-5.9694274316,-4.726445228,-4.005578314
-0.0111449101,1.6662407104,1.9716396537,-0.1923562417,1.3049218264,2.1068403138,2.8053396445,3.341505873,1.8773675512,8.2828852269,-0.2141478968,-7.4184242335,-5.7453536831,-1.4314316521,3.9423018714,2.6459388118,-5.3045941915,-0.608391496,-1.4865684115
-0.2754957011,2.1297877234,3.8803826915,0.2044695927,0.3254208508,2.5048209256,-0.169459664,2.1713820489,1.6840389784,2.8484913398,1.6516909825,-6.3330599953,-5.0162939779,-2.3992718428,0.9709985902,2.1084748892,-5.6989709335,0.5597959333,-0.9478342803
0.0022351958,2.2614385264,5.6735726995,1.6350915469,-0.3025582649,3.2643585971,-1.8412285538,1.439094224,1.2867881557,0.7430800022,4.2842429185,-3.4407263526,-2.3149450712,-2.5713550089,-0.8713017437,3.8483182925,-3.8214051622,1.7175976874,0.9976786
2.0262595307,4.0763454445,8.1109759052,4.5025276042,0.3209318907,5.1192661999,0.5995946221,4.0081380059,2.7675072356,4.0722826082,7.0237653039,1.2679220636,1.8648078343,-0.5201004653,2.1296768915,8.4756114622,0.0588074047,4.2411261238,4.7649513226
1.6982151234,4.5903856762,8.1082464009,5.5658255848,-0.240477844,4.9113761945,1.4222811809,7.4796270665,2.7800216631,5.5869806445,5.7709570497,3.9640589823,3.7092278549,0.592774227,4.3566877145,10.6751799386,0.886544654,4.6315375273,6.2118167962
0.0513642386,3.5829579674,7.1596129756,5.4953188719,-0.3239161592,3.1364463596,0.6679727414,10.004384694,2.2662217778,4.2198821188,2.9271727648,5.3063614218,4.5750982478,1.4400238281,4.0893802146,9.6259058938,0.147187602,4.1348462369,6.5415530244
0.5925316356,3.0806180117,7.8229988074,6.0356716493,2.2503952323,3.185700243,1.631487056,10.288487656,4.3087806411,2.9449051737,3.1254535722,7.6765174225,6.9979297861,3.9848962256,3.348074979,8.5207848165,1.9895943126,5.8494207924,8.4077542334
1.4070942945,2.0036296632,7.5938638668,5.1639349066,4.6720232472,3.4500207849,2.8919044086,6.8677649279,5.7557604298,0.9844321813,4.1020521716,8.7716116478,7.8401149012,5.5036934977,1.2217729698,6.3751960436,3.8533373732,6.8476561473,8.6967030119
1.9335815878,1.1342070299,5.8446723556,2.7207846564,5.7130896772,2.7021022256,2.7621509085,2.2356776434,4.721201331,0.3307690553,3.7126699931,7.3875450039,5.9456429248,5.3727192527,-0.8612327843,3.0383456634,3.6496722,5.5571771577,6.4675582869
3.6211243392,1.9758368069,4.7191177246,0.8593432153,5.8563422325,3.3664804037,1.3463733205,-0.4256652006,3.9419434399,2.1090369147,3.5906653767,5.5879828675,4.2694245961,5.5599736804,-0.5127498202,1.4951694599,3.1165022707,4.1869844748,4.8345640897
4.6940875327,2.4019423682,2.4709326368,-1.7312799101,3.4749608465,4.2620744198,-0.3007512013,-1.7507904298,2.4544198385,2.7851099466,2.8293164184,3.1854287573,2.5814562714,4.2186330244,-0.0029529865,1.1454034086,1.5733073366,2.0634577901,2.6739101909
5.2513950447,2.4052325261,-0.553202098,-4.7246814975,-0.085555147,4.1531765968,-0.8248762786,-2.1923666014,0.2624238546,2.7213967826,1.2305501823,0.8298889796,1.016638404,1.5459936784,-1.324985335,0.9717044651,-0.2704222187,-0.5000110284,-0.2485954613
7.8301752801,3.9164383763,-0.6697065668,-4.7650847259,-1.362522018,5.2725409408,-0.1722261378,-0.3885327734,0.9717152332,4.2692896275,1.6171343728,1.1524490298,1.7691108571,1.2244631042,-2.1746293927,2.3973890967,0.9383875869,-0.5909248038,-0.2973536723
9.9463992377,4.7306558663,-0.0818986137,-3.6789915359,-1.1897543041,6.063526762,-0.3501346391,1.9573642016,2.38905677,4.5275540109,2.6716845493,2.0831688123,2.4196009127,1.5324575964,-1.2155984662,3.4977754543,2.2805303663,-0.2418626499,0.5794729827
7.124116729,2.3213199155,-2.0556992163,-5.1727022277,-2.7494068165,3.1576234652,-2.6500317405,0.6872460404,0.3601937471,0.0799513039,0.7469868935,-0.0515421104,-0.4547439513,-1.3993447316,0.0465591201,1.5253586091,-0.8174581161,-3.0450705263,-1.6044245593
2.1718166299,-0.0143098541,-3.3482135378,-6.7403696504,-4.4621148456,-1.0206924862,-4.1347715158,-1.8010785802,-1.9624834597,-5.2046055233,-1.6053413514,-2.9772934548,-3.8539370928,-4.4775546729,1.9711822337,-1.9616903113,-4.5533578005,-5.5731764161,-3.8847594419
